+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                       ;
+---------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                   ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
+---------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; u_gpio_wrapper|gen_gpio_bits[31].u_gpio_bit ; 7     ; 0              ; 2            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; u_gpio_wrapper|gen_gpio_bits[30].u_gpio_bit ; 7     ; 0              ; 2            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; u_gpio_wrapper|gen_gpio_bits[29].u_gpio_bit ; 7     ; 0              ; 2            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; u_gpio_wrapper|gen_gpio_bits[28].u_gpio_bit ; 7     ; 0              ; 2            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; u_gpio_wrapper|gen_gpio_bits[27].u_gpio_bit ; 7     ; 0              ; 2            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; u_gpio_wrapper|gen_gpio_bits[26].u_gpio_bit ; 7     ; 0              ; 2            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; u_gpio_wrapper|gen_gpio_bits[25].u_gpio_bit ; 7     ; 0              ; 2            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; u_gpio_wrapper|gen_gpio_bits[24].u_gpio_bit ; 7     ; 0              ; 2            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; u_gpio_wrapper|gen_gpio_bits[23].u_gpio_bit ; 7     ; 0              ; 2            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; u_gpio_wrapper|gen_gpio_bits[22].u_gpio_bit ; 7     ; 0              ; 2            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; u_gpio_wrapper|gen_gpio_bits[21].u_gpio_bit ; 7     ; 0              ; 2            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; u_gpio_wrapper|gen_gpio_bits[20].u_gpio_bit ; 7     ; 0              ; 2            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; u_gpio_wrapper|gen_gpio_bits[19].u_gpio_bit ; 7     ; 0              ; 2            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; u_gpio_wrapper|gen_gpio_bits[18].u_gpio_bit ; 7     ; 0              ; 2            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; u_gpio_wrapper|gen_gpio_bits[17].u_gpio_bit ; 7     ; 0              ; 2            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; u_gpio_wrapper|gen_gpio_bits[16].u_gpio_bit ; 7     ; 0              ; 2            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; u_gpio_wrapper|gen_gpio_bits[15].u_gpio_bit ; 7     ; 0              ; 2            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; u_gpio_wrapper|gen_gpio_bits[14].u_gpio_bit ; 7     ; 0              ; 2            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; u_gpio_wrapper|gen_gpio_bits[13].u_gpio_bit ; 7     ; 0              ; 2            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; u_gpio_wrapper|gen_gpio_bits[12].u_gpio_bit ; 7     ; 0              ; 2            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; u_gpio_wrapper|gen_gpio_bits[11].u_gpio_bit ; 7     ; 0              ; 2            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; u_gpio_wrapper|gen_gpio_bits[10].u_gpio_bit ; 7     ; 0              ; 2            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; u_gpio_wrapper|gen_gpio_bits[9].u_gpio_bit  ; 7     ; 0              ; 2            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; u_gpio_wrapper|gen_gpio_bits[8].u_gpio_bit  ; 7     ; 0              ; 2            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; u_gpio_wrapper|gen_gpio_bits[7].u_gpio_bit  ; 7     ; 0              ; 2            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; u_gpio_wrapper|gen_gpio_bits[6].u_gpio_bit  ; 7     ; 0              ; 2            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; u_gpio_wrapper|gen_gpio_bits[5].u_gpio_bit  ; 7     ; 0              ; 2            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; u_gpio_wrapper|gen_gpio_bits[4].u_gpio_bit  ; 7     ; 0              ; 2            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; u_gpio_wrapper|gen_gpio_bits[3].u_gpio_bit  ; 7     ; 0              ; 2            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; u_gpio_wrapper|gen_gpio_bits[2].u_gpio_bit  ; 7     ; 0              ; 2            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; u_gpio_wrapper|gen_gpio_bits[1].u_gpio_bit  ; 7     ; 0              ; 2            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; u_gpio_wrapper|gen_gpio_bits[0].u_gpio_bit  ; 7     ; 0              ; 2            ; 0              ; 1      ; 0               ; 0             ; 0               ; 1     ; 0              ; 0            ; 0                ; 0                 ;
; u_gpio_wrapper                              ; 162   ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 32    ; 0              ; 0            ; 0                ; 0                 ;
; u_gpio_regs                                 ; 104   ; 0              ; 25           ; 0              ; 194    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_wb_adapter                                ; 105   ; 2              ; 0            ; 2              ; 105    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
+---------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
